id_venda,data_venda,id_cliente,id_loja,id_status,id_produto,id_quantidade,vl_unitario
605,2025-11-26,11,9,4,16,3,42.06
606,2025-09-09,21,4,3,9,1,255.93
607,2025-10-09,42,7,4,8,2,232.25
608,2025-10-21,29,2,4,15,6,63.76
609,2025-09-12,48,1,1,13,7,22.74
610,2025-10-09,1,2,3,17,9,107.39
611,2025-12-10,30,6,3,2,4,422.94
612,2025-06-19,36,10,4,12,8,61.44
613,2025-12-04,15,1,3,12,5,276.11
614,2025-07-11,45,2,1,6,8,74.52
615,2025-07-29,7,5,2,7,2,465.46
616,2025-07-21,14,8,2,11,2,379.79
617,2025-01-24,41,10,1,15,8,330.94
618,2025-09-16,9,8,1,17,1,278.85
619,2025-08-10,38,8,2,19,3,366.59
620,2025-03-07,7,7,3,17,7,212.24
621,2025-11-08,45,4,3,13,6,485.39
622,2025-08-20,9,3,4,20,9,152.96
623,2025-12-26,36,6,2,7,4,313.96
624,2025-05-29,44,6,2,6,9,273.53
625,2025-11-23,21,2,3,18,8,293.49
626,2025-12-08,46,7,3,14,1,263.75
627,2025-01-13,25,3,1,2,4,137.15
628,2025-03-24,19,5,2,2,5,105.98
629,2025-10-05,3,6,4,4,10,434.68
630,2025-10-15,15,9,4,8,9,393.23
631,2025-12-23,19,1,4,13,7,478.57
632,2025-12-17,21,9,1,1,5,105.53
633,2025-08-15,15,6,2,7,5,227.16
634,2025-12-16,5,3,2,17,2,191.71
635,2025-08-08,18,9,3,5,3,294.07
636,2025-05-11,1,6,4,5,1,81.08
637,2025-06-15,39,1,3,16,10,277.33
638,2025-02-07,46,6,2,6,9,38.75
639,2025-09-16,11,7,4,3,6,114.49
640,2025-04-20,43,6,3,12,5,113.13
641,2025-11-13,34,8,1,4,6,225.61
642,2025-11-25,40,10,2,2,6,193.78
643,2025-02-28,25,5,3,1,9,411.94
644,2025-07-11,33,9,4,16,1,151.73
645,2025-11-30,13,6,1,4,3,485.96
646,2025-10-03,35,1,1,7,4,433.15
647,2025-08-06,7,4,4,3,3,16.76
648,2025-06-19,3,2,1,2,3,398.14
649,2025-10-13,5,10,2,9,7,197.08
650,2025-11-19,26,7,3,1,7,338.28
651,2025-10-01,1,10,1,19,1,351.94
652,2025-02-07,23,9,1,10,5,305.25
653,2025-05-25,49,8,4,13,1,239.62
654,2025-10-01,15,3,4,18,5,480.27
655,2025-03-15,20,6,1,18,9,74.98
656,2025-01-22,1,10,4,18,9,473.75
657,2025-06-06,14,6,2,14,9,75.52
658,2025-04-05,15,10,3,7,2,94.77
659,2025-10-18,4,9,4,18,2,148.87
660,2025-02-04,17,2,2,19,8,476.01
661,2025-07-02,9,4,1,10,10,39.56
662,2025-04-10,21,8,4,11,10,331.41
663,2025-12-22,38,3,3,11,7,88.48
664,2025-06-10,16,4,4,9,6,71.48
665,2025-06-19,31,8,4,12,5,246.05
666,2025-02-25,12,10,1,9,3,446.19
667,2025-04-11,17,2,1,1,9,317.66
668,2025-10-25,38,7,2,2,9,134.01
669,2025-10-04,31,3,3,13,4,446.26
670,2025-10-29,47,5,2,15,9,257.65
671,2025-07-23,24,9,1,8,10,343.66
672,2025-09-21,9,8,2,6,10,474.61
673,2025-12-04,10,8,3,2,4,381.93
674,2025-04-29,5,5,3,8,1,335.95
675,2025-09-23,24,7,4,15,1,24.75
676,2025-11-29,21,2,3,9,10,274.45
677,2025-03-31,25,7,3,19,2,260.75
678,2025-07-12,15,9,4,12,6,246.0
679,2025-09-04,39,1,2,15,3,118.85
680,2025-09-21,42,5,2,5,3,82.89
681,2025-11-05,46,2,2,14,6,361.53
682,2025-09-04,44,8,4,7,10,84.82
683,2025-07-30,2,4,1,5,10,298.21
684,2025-03-10,41,9,1,19,3,32.68
685,2025-05-13,12,9,4,20,10,320.62
686,2025-12-05,19,2,2,15,10,496.42
687,2025-09-04,11,4,4,20,3,398.33
688,2025-04-04,40,9,3,6,6,461.56
689,2025-11-02,38,2,2,13,7,70.45
690,2025-01-09,13,9,4,5,10,52.67
691,2025-09-01,40,10,1,18,9,377.43
692,2025-02-17,31,3,1,14,9,213.24
693,2025-01-23,45,9,4,8,8,395.83
694,2025-07-15,23,10,1,14,3,130.99
695,2025-04-30,6,5,4,9,4,7.71
696,2025-01-04,37,9,1,17,1,190.64
697,2025-04-16,45,6,4,12,2,81.62
698,2025-11-30,38,5,3,18,7,284.51
699,2025-11-10,18,7,2,14,9,392.98
700,2025-09-05,12,6,4,9,5,290.94
701,2025-12-28,26,3,1,8,8,392.64
702,2025-03-24,7,4,4,11,9,308.94
703,2025-12-17,46,1,2,13,1,403.16
704,2025-03-16,31,10,4,3,2,135.23
705,2025-07-09,6,10,1,13,7,308.91
706,2025-09-24,19,10,1,6,8,222.29
707,2025-04-14,43,9,3,7,1,393.06
708,2025-09-19,34,4,2,2,6,123.43
709,2025-01-01,11,2,3,13,6,336.48
710,2025-07-27,38,4,1,3,2,277.05
711,2025-10-14,38,6,3,9,4,305.15
712,2025-04-10,30,7,1,9,3,206.53
713,2025-02-24,36,2,3,11,2,402.46
714,2025-05-12,35,10,3,15,7,283.77
715,2025-05-05,49,6,4,15,10,431.7
716,2025-09-04,8,5,1,13,4,340.07
717,2025-04-28,21,7,3,17,9,9.81
718,2025-05-15,16,5,1,13,6,42.63
719,2025-04-02,31,6,3,7,10,138.19
720,2025-12-16,13,8,2,8,4,437.01
721,2025-04-16,15,4,2,20,6,82.22
722,2025-02-24,8,2,4,20,1,383.3
723,2025-10-05,3,8,3,20,6,248.71
724,2025-10-22,18,8,2,17,5,201.95
725,2025-10-23,9,1,4,16,9,21.12
726,2025-06-27,26,3,4,4,9,232.73
727,2025-12-19,1,1,2,13,10,54.87
728,2025-07-05,40,5,2,18,5,122.38
729,2025-08-30,40,6,3,6,8,214.85
730,2025-08-03,45,6,3,13,5,228.11
731,2025-10-20,9,10,2,4,5,403.02
732,2025-10-12,28,7,2,5,3,239.13
733,2025-01-05,12,7,4,5,9,269.32
734,2025-06-11,32,5,3,18,10,28.62
735,2025-02-20,45,3,1,7,5,240.89
736,2025-11-19,7,8,3,9,6,183.35
737,2025-10-13,17,6,1,14,2,178.79
738,2025-12-14,39,4,2,10,6,165.92
739,2025-09-19,32,8,1,13,10,146.83
740,2025-11-20,10,3,3,14,10,287.96
741,2025-02-06,6,3,3,8,6,161.85
742,2025-05-30,46,5,4,9,8,391.58
743,2025-07-05,48,10,4,14,3,96.02
744,2025-01-12,9,4,3,3,4,87.62
745,2025-02-22,7,2,4,18,1,18.05
746,2025-07-23,34,2,1,9,10,81.86
747,2025-12-02,25,5,2,8,5,224.36
748,2025-03-06,9,9,2,1,1,333.46
749,2025-06-16,31,8,3,18,8,71.88
750,2025-12-24,35,3,4,19,7,264.11
751,2025-11-24,35,5,3,16,9,117.43
752,2025-02-15,29,5,3,14,5,82.08
753,2025-01-06,1,9,2,12,5,237.25
754,2025-01-05,45,8,4,10,1,384.11
755,2025-05-30,39,4,1,18,6,98.34
756,2025-10-15,28,7,2,6,7,415.07
757,2025-04-23,17,2,4,8,9,383.45
758,2025-11-10,45,5,3,18,5,209.39
759,2025-02-05,12,3,3,4,8,310.78
760,2025-05-20,45,10,4,7,6,14.6
761,2025-01-26,35,1,2,4,5,138.25
762,2025-08-13,47,1,2,3,3,12.29
763,2025-04-22,22,7,3,16,6,234.52
764,2025-01-17,22,2,2,2,5,388.95
765,2025-02-06,35,8,2,7,5,409.54
766,2025-01-07,8,4,4,15,4,370.12
767,2025-01-18,13,8,1,17,4,239.05
768,2025-12-15,20,6,2,2,9,262.86
769,2025-05-10,31,5,2,12,1,432.51
770,2025-04-22,8,4,4,11,1,87.84
771,2025-05-22,38,2,4,8,1,484.57
772,2025-10-25,45,8,2,12,2,128.12
773,2025-09-13,6,10,3,2,1,180.98
774,2025-03-20,45,9,1,5,8,120.17
775,2025-10-13,42,6,4,7,1,346.18
776,2025-07-03,47,3,3,2,8,354.78
777,2025-10-14,19,9,4,7,10,97.38
778,2025-06-28,21,8,3,20,9,84.37
779,2025-09-29,10,8,3,9,9,186.72
780,2025-01-01,50,9,4,6,1,311.77
781,2025-07-06,50,10,2,11,2,330.85
782,2025-10-03,25,4,4,18,3,308.45
783,2025-06-15,27,6,1,4,9,331.15
784,2025-01-23,9,3,1,7,2,245.26
785,2025-02-20,3,10,4,16,9,313.87
786,2025-10-30,17,1,3,8,10,360.33
787,2025-01-07,14,8,1,15,1,183.66
788,2025-08-01,24,1,3,17,1,368.48
789,2025-06-05,5,4,1,4,4,268.17
790,2025-04-08,13,9,2,19,3,281.42
791,2025-10-13,27,2,3,15,7,442.0
792,2025-03-27,12,9,4,17,6,330.48
793,2025-10-01,39,8,3,11,9,495.77
794,2025-06-16,24,7,4,11,10,124.16
795,2025-10-07,14,7,3,12,8,226.51
796,2025-07-23,1,1,3,20,1,261.22
797,2025-06-04,1,5,2,7,6,15.74
798,2025-12-20,18,9,2,4,1,232.88
799,2025-03-21,9,5,3,19,4,120.33
800,2025-06-03,6,10,4,19,4,368.46
801,2025-06-16,31,3,4,19,2,299.64
802,2025-06-03,3,10,4,3,1,461.33
803,2025-06-21,23,7,4,4,4,375.1
804,2025-11-05,1,7,1,10,9,25.39
805,2025-10-04,37,3,3,17,4,80.83
806,2025-12-11,47,7,4,20,10,254.84
807,2025-04-24,28,5,4,5,3,171.4
808,2025-09-01,37,1,4,9,2,202.27
809,2025-08-11,50,3,2,16,9,103.06
810,2025-07-22,42,10,2,18,10,498.55
811,2025-09-26,16,4,1,9,7,165.09
812,2025-10-22,6,2,4,14,6,177.41
813,2025-06-14,23,10,1,10,3,493.89
814,2025-11-12,29,10,2,15,1,462.49
815,2025-04-30,13,6,2,3,2,371.09
816,2025-05-05,40,3,3,1,6,348.43
817,2025-02-26,20,8,4,1,6,108.46
818,2025-10-03,14,4,3,18,8,313.41
819,2025-03-14,45,1,4,19,9,26.52
820,2025-03-29,4,5,2,20,5,31.28
821,2025-12-02,1,2,4,9,6,432.82
822,2025-01-10,19,7,2,13,9,488.42
823,2025-02-20,21,8,1,6,4,252.82
824,2025-08-23,36,1,1,8,9,155.94
825,2025-09-08,26,3,1,12,6,180.91
826,2025-06-04,16,9,3,2,5,439.95
827,2025-01-16,36,5,2,5,6,449.1
828,2025-12-03,9,2,4,17,10,436.99
829,2025-12-18,15,7,2,19,3,216.1
830,2025-06-09,39,6,4,18,3,107.34
831,2025-03-12,38,9,2,5,5,345.82
832,2025-09-26,9,7,2,19,3,162.16
833,2025-10-13,35,2,2,11,3,364.9
834,2025-06-13,27,7,3,15,5,80.22
835,2025-04-07,7,3,2,1,10,310.39
836,2025-11-07,37,10,2,20,4,119.3
837,2025-01-14,23,2,4,5,9,423.84
838,2025-08-29,46,6,2,13,8,239.55
839,2025-03-25,13,4,1,14,1,463.09
840,2025-07-31,15,4,2,3,3,463.92
841,2025-08-13,40,8,3,15,4,216.64
842,2025-01-22,39,7,3,13,10,469.87
843,2025-10-20,39,9,1,17,2,228.55
844,2025-01-22,16,9,4,2,9,196.76
845,2025-11-19,4,4,3,15,7,442.78
846,2025-05-27,30,3,4,10,10,459.92
847,2025-12-20,34,3,4,15,2,362.71
848,2025-02-27,12,10,2,13,7,165.11
849,2025-01-13,12,8,2,15,2,128.79
850,2025-12-21,42,3,1,3,2,354.58
851,2025-11-21,24,2,4,17,10,475.13
852,2025-07-13,36,7,1,6,6,284.92
853,2025-12-04,10,3,2,6,1,212.69
854,2025-06-08,47,8,3,6,2,449.78
855,2025-04-14,1,10,3,1,8,251.33
856,2025-09-13,35,1,4,8,4,296.49
857,2025-09-01,30,7,4,3,10,302.05
858,2025-05-06,36,5,2,2,3,78.39
859,2025-12-01,23,1,2,2,10,419.82
860,2025-06-02,22,2,1,4,7,496.9
861,2025-03-24,44,5,2,15,10,183.29
862,2025-01-19,6,5,3,12,7,411.03
863,2025-08-07,36,2,3,16,3,65.4
864,2025-05-21,22,9,4,17,4,349.44
865,2025-11-10,4,2,1,16,10,467.28
866,2025-12-28,19,7,3,9,9,289.7
867,2025-11-16,23,3,4,17,8,248.79
868,2025-04-03,40,4,3,7,1,63.51
869,2025-08-27,41,2,2,20,7,209.95
870,2025-06-20,23,9,2,1,4,346.56
871,2025-05-11,5,5,3,17,9,165.34
872,2025-01-04,8,6,3,13,10,309.92
873,2025-01-15,12,4,3,11,8,458.5
874,2025-01-19,42,3,4,5,8,446.57
875,2025-10-02,22,8,4,2,9,153.18
876,2025-12-14,21,9,1,7,10,344.32
877,2025-07-01,5,3,3,1,6,491.89
878,2025-11-17,35,3,4,6,10,62.84
879,2025-06-07,46,6,1,9,7,47.96
880,2025-05-02,24,8,3,7,9,154.65
881,2025-02-27,24,1,2,3,8,255.47
882,2025-09-05,33,3,2,11,8,367.56
883,2025-09-26,20,6,2,4,9,339.98
884,2025-03-09,14,1,4,13,9,62.34
885,2025-06-09,3,10,1,11,8,445.15
886,2025-02-22,34,5,1,19,5,321.23
887,2025-04-18,21,4,2,10,5,268.48
888,2025-08-14,43,2,3,5,3,140.45
889,2025-01-08,40,9,1,7,9,178.41
890,2025-06-13,18,3,3,19,4,89.78
891,2025-06-09,40,6,4,2,3,19.35
892,2025-12-12,4,2,4,2,2,216.1
893,2025-04-02,46,10,4,20,6,159.66
894,2025-04-12,46,9,1,15,10,70.24
895,2025-12-24,30,2,4,10,8,237.92
896,2025-04-25,10,10,3,12,7,95.76
897,2025-12-07,22,6,4,16,1,37.36
898,2025-02-27,23,8,4,6,5,385.13
899,2025-11-06,37,3,1,13,2,166.31
900,2025-11-29,5,5,4,13,10,209.65
901,2025-11-14,16,9,2,16,7,37.7
902,2025-04-17,45,10,4,14,10,394.73
903,2025-10-06,45,4,2,3,10,419.19
904,2025-02-28,38,10,4,11,9,53.34
905,2025-08-16,12,5,4,3,10,58.83
906,2025-11-02,50,7,3,16,1,49.81
907,2025-03-13,38,1,2,5,8,267.97
908,2025-07-19,40,10,4,7,4,342.35
909,2025-06-12,20,10,3,14,6,495.19
910,2025-10-26,1,10,4,5,5,35.89
911,2025-10-09,4,1,3,4,5,433.51
912,2025-05-01,28,10,4,11,7,205.99
913,2025-08-11,35,4,2,16,3,98.17
914,2025-07-16,24,7,2,10,3,71.47
915,2025-02-06,42,1,2,16,7,487.61
916,2025-03-11,6,3,4,15,10,465.5
917,2025-11-16,12,8,4,18,8,195.43
918,2025-04-26,12,7,1,19,8,424.17
919,2025-05-02,46,9,3,14,9,290.29
920,2025-01-18,3,10,4,12,2,292.23
921,2025-12-20,6,3,3,15,9,43.73
922,2025-11-09,6,4,4,3,9,400.06
923,2025-06-09,40,1,3,18,1,237.09
924,2025-09-20,31,10,3,14,6,480.49
925,2025-05-31,19,3,1,20,5,364.85
926,2025-10-16,17,1,4,19,3,288.57
927,2025-12-03,19,10,1,10,8,45.84
928,2025-09-16,5,5,3,5,10,144.08
929,2025-05-12,1,2,2,19,3,331.28
930,2025-07-09,12,5,2,16,3,400.69
931,2025-01-17,22,2,2,20,3,419.62
932,2025-07-31,50,7,2,15,3,109.37
933,2025-06-26,4,5,1,2,3,234.69
934,2025-09-01,20,8,2,13,7,239.92
935,2025-03-16,34,7,1,10,8,194.09
936,2025-06-11,34,1,1,18,6,478.31
937,2025-08-10,40,5,3,9,5,402.15
938,2025-05-11,42,10,4,15,4,368.49
939,2025-10-29,50,4,3,6,6,276.07
940,2025-12-11,1,2,1,14,2,265.01
941,2025-12-17,29,6,2,10,5,100.57
942,2025-01-13,40,2,1,20,4,475.49
943,2025-11-23,8,2,1,20,3,191.1
944,2025-11-28,37,3,1,6,5,150.81
945,2025-12-05,5,8,3,14,6,132.38
946,2025-02-07,18,1,4,13,6,498.0
947,2025-05-13,17,3,4,3,8,489.81
948,2025-04-13,40,7,2,16,2,76.22
949,2025-08-09,14,10,1,15,5,56.13
950,2025-02-07,5,10,3,15,1,448.77
951,2025-03-18,42,1,1,13,5,80.05
952,2025-06-18,26,10,1,17,8,241.68
953,2025-07-26,47,2,2,1,7,477.31
954,2025-09-04,8,10,3,11,5,203.3
955,2025-11-20,42,2,3,18,6,44.83
956,2025-08-24,49,5,2,6,9,24.47
957,2025-07-16,43,4,3,13,2,317.16
958,2025-07-03,32,2,4,7,3,22.67
959,2025-01-13,47,10,2,16,7,36.18
960,2025-10-04,42,5,4,18,8,483.45
961,2025-01-09,3,6,1,11,1,205.73
962,2025-04-19,42,9,4,18,3,371.82
963,2025-04-30,5,1,2,16,1,238.25
964,2025-11-13,3,4,2,1,3,318.17
965,2025-06-07,7,8,2,19,2,409.81
966,2025-02-24,8,8,2,3,4,215.97
967,2025-12-14,26,6,1,19,9,72.98
968,2025-04-20,49,1,2,11,2,64.77
969,2025-03-14,49,7,2,12,9,86.68
970,2025-05-05,38,1,2,4,10,191.18
971,2025-03-22,2,8,1,1,1,93.81
972,2025-02-15,46,10,3,14,8,347.72
973,2025-04-16,10,5,4,14,4,469.35
974,2025-11-09,45,1,2,16,10,475.4
975,2025-11-18,20,6,4,1,9,121.64
976,2025-03-02,34,2,3,18,9,113.54
977,2025-11-17,43,4,3,2,4,60.78
978,2025-03-18,44,8,4,6,3,336.72
979,2025-01-23,4,6,3,7,7,129.43
980,2025-11-12,49,8,1,4,1,462.81
981,2025-04-01,11,1,4,17,2,40.08
982,2025-05-01,47,8,3,14,4,374.81
983,2025-06-16,15,2,3,8,2,122.37
984,2025-07-31,13,7,2,3,8,294.62
985,2025-01-28,28,3,2,20,8,93.14
986,2025-07-11,9,8,2,12,5,105.09
987,2025-03-07,3,10,1,9,3,60.0
988,2025-08-27,30,7,2,11,4,443.77
989,2025-11-06,11,10,2,19,9,428.23
990,2025-02-14,27,9,4,7,10,239.38
991,2025-08-25,18,1,4,8,4,167.01
992,2025-10-24,15,10,2,19,1,211.8
993,2025-01-23,3,8,1,14,9,200.19
994,2025-12-23,7,8,4,8,2,281.45
995,2025-01-07,45,7,2,5,6,151.42
996,2025-11-28,6,1,4,10,3,353.14
997,2025-10-20,48,10,1,15,8,387.06
998,2025-12-27,26,3,3,15,1,430.89
999,2025-02-06,25,6,1,10,7,377.68
1000,2025-12-24,40,9,2,3,10,441.02
